variable,source,description,camels,nan_rate
LNRECNO2,CDI,OTH CONS & LAND DEV LNS-CAVG2,UNASSIGNED,0.0032
LNRECNO5,CDI,OTH CONS & LAND DEV LNS-CAVG5,UNASSIGNED,0.0032
LNRECON2,CDI,RE CONSTRUCTION & LAND DEV-CAV2,UNASSIGNED,0.0
LNRECON5,CDI,RE CONSTRUCTION & LAND DEV-CAV5,UNASSIGNED,0.0
LNRECOT,CDI,OTH RE CONST LN BK ONLY - RAT,UNASSIGNED,0.0032
LNREDEV,CDI,RE DEVELOPMENT LOANS,UNASSIGNED,0.0
LNREDOM2,CDI,RE LOANS-DOM-CAVG2,UNASSIGNED,0.0
LNREDOM5,CDI,RE LOANS-DOM-CAVG5,UNASSIGNED,0.0
LNREFORW,CDI,RE LOANS-FOR,UNASSIGNED,0.0
LNREJ,CDI,RE LOANS-ADJUSTED,UNASSIGNED,0.0
LNRELOC2,CDI,RE 1-4 FAMILY-LINES-CAVG2,UNASSIGNED,0.0
LNRELOC5,CDI,RE 1-4 FAMILY-LINES-CAVG5,UNASSIGNED,0.0
LNREMUL2,CDI,RE MULTIFAMILY-CAVG2,UNASSIGNED,0.0
LNREMUL5,CDI,RE MULTIFAMILY-CAVG5,UNASSIGNED,0.0
LNRENOT,CDI,OTH NFRM NRS RE BK ONLY-RAT,UNASSIGNED,0.0032
LNRENOW,CDI,OWN-OCC NF NRS RE BK ONLY-RAT,UNASSIGNED,0.0032
LNRENR1,CDI,RE NONFARM NONRES-UNDER 100-$,UNASSIGNED,0.0025
LNRENR1N,CDI,RE NONFARM NONRES-UNDER 100-NUM,UNASSIGNED,0.0025
LNRENR2,CDI,RE NONFARM NONRES-100-250-$,UNASSIGNED,0.0025
LNRENR2N,CDI,RE NONFARM NONRES-100-250-NUM,UNASSIGNED,0.0025
LNRENR3,CDI,RE NONFARM NONRES-250-1M-$,UNASSIGNED,0.0025
LNRENR3N,CDI,RE NONFARM NONRES-250-1M-NUM,UNASSIGNED,0.0025
LNRENR4,CDI,RE NONFARM NONRES-UNDER 1M-$,UNASSIGNED,0.0025
LNRENR4N,CDI,RE NONFARM NONRES-UNDER 1M-NUM,UNASSIGNED,0.0025
LNRENRE2,CDI,RE NONFARM NONRESIDENTIAL CAVG2,UNASSIGNED,0.0
LNRENRE5,CDI,RE NONFARM NONRESIDENTIAL CAVG5,UNASSIGNED,0.0
LNRENRT2,CDI,OTHER NONFARM NONRES LN-CAVG2,UNASSIGNED,0.0032
LNRENRT5,CDI,OTHER NONFARM NONRES LN-CAVG5,UNASSIGNED,0.0032
LNRENRW2,CDI,OWNER-OCC NONFRM NONRS LN-CAVG2,UNASSIGNED,0.0032
LNRENRW5,CDI,OWNER-OCC NONFRM NONRS LN-CAVG5,UNASSIGNED,0.0032
LNREO,CDI,RE LNS AG PLUS RE LNS FOREIGN,S,0.0
LNREOT,CDI,OTHER REAL ESTATE LOANS,UNASSIGNED,0.0
LNREOT2,CDI,RE OTHER-CAVG2,UNASSIGNED,0.0
LNREOT5,CDI,RE OTHER-CAVG5,UNASSIGNED,0.0
LNREOTH2,CDI,RE 1-4 FAMILY-OTHER LOANS-CAVG2,UNASSIGNED,0.0
LNREOTH5,CDI,RE 1-4 FAMILY-OTHER LOANS-CAVG5,UNASSIGNED,0.0
LNRERES2,CDI,RE 1-4 FAMILY-CAVG2,UNASSIGNED,0.0
LNRERES5,CDI,RE 1-4 FAMILY-CAVG5,UNASSIGNED,0.0
LNRERF22,CDI,RE 1-4 FAM-JUNIOR LIEN-CAVG2,UNASSIGNED,0.0032
LNRERF25,CDI,RE 1-4 FAM-JUNIOR LIEN-CAVG5,UNASSIGNED,0.0032
LNRERFM2,CDI,RE 1-4 FAM-FIRST LIEN-CAVG2,UNASSIGNED,0.0032
LNRERFM5,CDI,RE 1-4 FAM-FIRST LIEN-CAVG5,UNASSIGNED,0.0032
LNRERS,CDI,RE RESIDENTIAL LOANS,UNASSIGNED,0.0
LS2,CDI,LEASES-CAVG2,UNASSIGNED,0.0
LS5,CDI,LEASES-CAVG5,UNASSIGNED,0.0
NALTOT,CDI,TOTAL NONACCR LOANS - LOSS SH,UNASSIGNED,0.2238
NARSCON,CDI,NONAC LN MODS TO BRWRS EXP FIN DFCLTY - CONSUMER,UNASSIGNED,0.0033
NARSCONS,CDI,NONAC LN MODS TO BRWRS EXP FIN DFCLTY - CONST,UNASSIGNED,0.0033
NARSLNLT,CDI,NONAC LN MODS TO BRWRS EXP FIN DFCLTY - TOTAL,UNASSIGNED,0.0032
NARSNRES,CDI,NONAC LN MODS TO BRWRS EXP FIN DFCLTY - NFNR LN,UNASSIGNED,0.0033
NCAGTEST,CDI,NONCURRENT AG LOAN TEST,A,0.0
NCAUTO,CDI,N/C AUTO LOANS,UNASSIGNED,0.0032
NCLGTY,CDI,N/C LN PROTECT (GTY) - LOSS SH,UNASSIGNED,0.0032
NCLTOT,CDI,N/C TOTAL LOANS - LOSS SHARE,UNASSIGNED,0.2238
NCORE,CDI,NONPERFORMING RE LNS & ORE,A,0.0032
NCRECNFM,CDI,N/C 1-4 FAMILY CONSTRUCTION LOAN,UNASSIGNED,0.0032
NCRECNOT,CDI,N/C OTHER CONSTRUCT & LAND DEV,UNASSIGNED,0.0032
NCRENROT,CDI,N/C OTHER NONFARM NONRES RE LN,UNASSIGNED,0.0032
NCRENROW,CDI,N/C OWN-OCCUPIED NONFARM NONRES,UNASSIGNED,0.0032
NCRSAGSM,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - AG LN SM BK,UNASSIGNED,0.0186
NCRSAUTO,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - AUTO,UNASSIGNED,0.0033
NCRSCI,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - C&I,UNASSIGNED,0.0033
NCRSCIUS,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - C&I US,UNASSIGNED,0.0033
NCRSCNFM,CDI,N/C LN MODS BRWRS EXP FIN DFCLTY - 1-4 FAM CONST,UNASSIGNED,0.0033
NCRSCNOT,CDI,N/C LN MODS BRWRS EXP FIN DFCLTY - OTH CONST & LND,UNASSIGNED,0.0033
NCRSCON,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - CONSUMER,UNASSIGNED,0.0033
NCRSCONO,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - OTH CONSUMER,UNASSIGNED,0.0033
NCRSCONS,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - CONST,UNASSIGNED,0.0033
NCRSCRCD,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY  - CREDIT CARD,UNASSIGNED,0.0033
NCRSLNFM,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - 1-4 FAM,UNASSIGNED,0.0033
NCRSLNLT,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - TOTAL,UNASSIGNED,0.0032
NCRSMULT,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - MULTI-FAM,UNASSIGNED,0.0033
NCRSNRES,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - NFNR LN,UNASSIGNED,0.0033
NCRSNROT,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - OTHER NFNR,UNASSIGNED,0.0033
NCRSNROW,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - NFNR OWN-OCC,UNASSIGNED,0.0033
NCRSOTH,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - ALL OTHER LN,UNASSIGNED,0.0033
NCRSREAG,CDI,N/C LN MODS TO BRWRS EXP FIN DFCLTY - RE FARM,UNASSIGNED,0.0033
NETIBXQA,CDI,NET INC BEF TAXES-BANK-QTR-ANN,UNASSIGNED,0.0032
NETIMINA,CDI,NET INC - ATTRIB MINOR INT- ANN,UNASSIGNED,0.0032
NETIMINQ,CDI,NET INC - ATTRIB MINOR INT- QTR,UNASSIGNED,0.0032
NETINBMA,CDI,NET INC - BANK & MINOR INT- ANN,UNASSIGNED,0.0032
NETINBMQ,CDI,NET INC - BANK & MINOR INT- QTR,UNASSIGNED,0.0032
NETINBXA,CDI,NET INC BEF TAXES- BANK- ANN,UNASSIGNED,0.0032
NETINCA,CDI,NET INCOME- BANK- ANN,E,0.0032
NETINCCP,CDI,NET INCOME - BANK - CP,E,0.005
NETINCPP,CDI,NET INCOME - BANK - PP,E,0.005
NETINCQ,CDI,NET INCOME - BANK - QTR,E,0.0032
NETINCQA,CDI,NET INCOME- BANK- QTR- ANN,E,0.0032
NETINQCP,CDI,NET INCOME- BANK- QTR- CP,E,0.0054
NETINQPP,CDI,NET INCOME- BANK- QTR-PP,E,0.0054
NETNIXA,CDI,NET NONINTEREST EXPENSE-ANN,M,0.0032
NETNIXQ,CDI,NET NONINTEREST EXPENSE-QTR,M,0.0032
NETNIXQA,CDI,NET NONINTEREST EXP-QTR-ANN,M,0.0032
NIMA,CDI,NET INTEREST INCOME-ANN,E,0.0032
NIMCP,CDI,NET INTEREST INCOME-CP,E,0.005
NIMPP,CDI,NET INTEREST INCOME-PP,E,0.005
NIMQ,CDI,NET INTEREST INCOME-QTR,E,0.0032
NIMQA,CDI,NET INTEREST INCOME-QTR-ANN,E,0.0032
NIMQCP,CDI,NET INTEREST INCOME-QTR-CP,E,0.0054
NIMQPP,CDI,NET INTEREST INCOME-QTR-PP,E,0.0054
NOI,CDI,NET OPERATING INCOME,E,0.0032
NOIA,CDI,NET OPERATING INCOME-ANN,E,0.0032
NOIJ,CDI,NET OPERATING INCOME-ADJ,E,0.0032
NOIJA,CDI,NET OPERATING INCOME-ADJ-ANN,E,0.0032
NOIJQ,CDI,NET OPERATING INCOME-ADJ-QTR,E,0.0032
NOIJQA,CDI,NET OPERATING INCOME-ADJ-QTR-ANN,E,0.0032
NOIPREX,CDI,NET OPER INC BEFORE DISC OPR,UNASSIGNED,0.0032
NOIPREXA,CDI,NET OPER INC BEFOR DISC OPR-ANN,UNASSIGNED,0.0032
NOIPREXQ,CDI,NET OPER INC BEFOR DISC OPR-QTR,UNASSIGNED,0.0032
NOIQ,CDI,NET OPERATING INCOME-QTR,E,0.0032
NOIQA,CDI,NET OPERATING INCOME-QTR-ANN,E,0.0032
NONIIA,CDI,TOTAL NONINTEREST INCOME-ANN,E,0.0032
NONIIOA,CDI,ALL OTHER NONINT INC-QBP-ANN,UNASSIGNED,0.0032
NONIIOQ,CDI,ALL OTHER NONINT INC-QBP-QTR,UNASSIGNED,0.0032
NONIIQ,CDI,TOTAL NONINTEREST INCOME-QTR,E,0.0032
NONIIQA,CDI,TOTAL NONINTEREST INCOME-QTR-ANN,E,0.0032
NONIXA,CDI,TOTAL NONINTEREST EXPENSE-ANN,M,0.0032
NONIXQ,CDI,TOTAL NONINTEREST EXPENSE-QTR,M,0.0032
NONIXQA,CDI,TOTAL NONINTEREST EXP-QTR-ANN,M,0.0032
NPERF,CDI,NONPERFORMING ASSETS,A,0.0032
NPERFCP,CDI,NONPERFORMING ASSETS-CP,A,0.005
NPERFPP,CDI,NONPERFORMING ASSETS-PP,A,0.005
NTAGSMA,CDI,AG LN NET CHARGE-OFFS ANN*SM BKS,A,0.0186
NTAGSMQ,CDI,AG LOAN NET-CHG-QTR*SMALL BKS,UNASSIGNED,0.0186
NTAGSMQA,CDI,AG LOAN NET-CHG-QTR-ANN*SMALL BK,UNASSIGNED,0.0186
NTAUTO,CDI,AUTO LOANS - NET CHARGE-OFFS,A,0.0032
NTAUTOA,CDI,AUTO LNS - NET CHG-OFFS - ANN,UNASSIGNED,0.0032
NTAUTOQ,CDI,AUTO LNS - NET CHG-OFFS - QTR,UNASSIGNED,0.0032
NTAUTOQA,CDI,AUTO LN - NET CHG-OFF- QTR- ANN,UNASSIGNED,0.0032
NTCIA,CDI,COMMERCIAL LOAN NET-CHG-ANN,UNASSIGNED,0.0032
NTCIQ,CDI,COMMERCIAL LOAN NET-CHG-QTR,UNASSIGNED,0.0032
NTCIQA,CDI,COMMERCIAL LOAN NET-CHG-QTR-ANN,UNASSIGNED,0.0032
NTCOMREA,CDI,COMMERCIAL RE LN NET-CHG-ANN,UNASSIGNED,0.0032
NTCOMREQ,CDI,COMMERCIAL RE LN NET-CHG-QTR,UNASSIGNED,0.0032
NTCOMRQA,CDI,COMML RE NET-CHARGE-OFF-QTR-ANN,A,0.0032
NTCONA,CDI,CONSUMER LOAN NET-CHG-ANN,UNASSIGNED,0.0032
NTCONOTA,CDI,OTHER CONSUMER LOAN NET-CHG-ANN,UNASSIGNED,0.0032
NTCONOTQ,CDI,OTHER CONSUMER LN NET-CHG-QTR,UNASSIGNED,0.0032
NTCONQ,CDI,CONSUMER LOAN NET-CHG-QTR,UNASSIGNED,0.0032
NTCONQA,CDI,CONSUMER LN NET-CHG-QTR-ANN,UNASSIGNED,0.0032
NTCONTQA,CDI,OTH CONSUMER LN NET-CHG-QTR-ANN,UNASSIGNED,0.0032
NTCRCDA,CDI,CREDIT CARD LOAN NET-CHG-ANN,UNASSIGNED,0.0032
NTCRCDQ,CDI,CREDIT CARD LN NET-CHG-QTR,UNASSIGNED,0.0032
NTCRCDQA,CDI,CREDIT CARD LN NET-CHG-QTR-ANN,UNASSIGNED,0.0032
NTGLAST,CDI,NET G/L ON OTHER ASSETS,UNASSIGNED,0.0032
NTGLFXAA,CDI,NET G/L ON SALES OF OTH ASST,UNASSIGNED,0.0032
NTGLFXAQ,CDI,NET G/L SALES OF OTHER ASST,UNASSIGNED,0.0032
NTGLLN,CDI,NET G/L ON LOAN SALES,UNASSIGNED,0.0032
NTGLLNA,CDI,NET G/L ON SALES OF LOANS-ANN,UNASSIGNED,0.0032
NTGLLNQ,CDI,NET G/L ON SALES OF LOANS-QTR,UNASSIGNED,0.0032
NTGLRE,CDI,NET G/L ON ORE,UNASSIGNED,0.0032
NTGLREA,CDI,NET G/L ON ORE OWNED-ANN,UNASSIGNED,0.0032
NTGLREQ,CDI,NET G/L ON ORE OWNED-QTR,UNASSIGNED,0.0032
NTIRT,CDI,RETAINED EARNINGS - BANK,E,0.0032
NTIRTA,CDI,RETAINED EARNINGS- BANK- ANN,E,0.0032
NTIRTQ,CDI,RETAINED EARNINGS- BANK- QTR,E,0.0032
NTLNLQCP,CDI,TOTAL LN&LS NET-CHG-QTR-CP,UNASSIGNED,0.0054
NTLNLQPP,CDI,TOTAL LN&LS NET-CHG-QTR-PP,UNASSIGNED,0.0054
NTLNLSA,CDI,TOTAL LN&LS NET-CHG-ANN,UNASSIGNED,0.0032
NTLNLSCP,CDI,TOTAL LN&LS NET-CHG-CP,UNASSIGNED,0.005
NTLNLSPP,CDI,TOTAL LN&LS NET-CHG-PP,UNASSIGNED,0.005
NTLNLSPY,CDI,TOTAL LN&LS NET-CHG-PRIOR-YR END,UNASSIGNED,0.0043
NTLNLSQ,CDI,LN&LS NET-CHARGE-OFFS-QTR,A,0.0032
NTLNLSQA,CDI,TOTAL LN&LS NET-CHG-QTR-ANN,UNASSIGNED,0.0032
NTLSA,CDI,LEASE NET-CHG-ANN,UNASSIGNED,0.0032
NTLSQ,CDI,LEASE NET CHARGE-OFFS-QTR,A,0.0032
NTLSQA,CDI,LEASE NET-CHARGE-OFFS-QTR-ANN,A,0.0032
NTOTHQ,CDI,ALL OTHER LN NET-CHG-QTR,UNASSIGNED,0.0032
NTOTHQA,CDI,ALL OTHER LN NET-CHG-QTR-ANN,UNASSIGNED,0.0032
NTOTHTM2,CDI,TIME DEP-OTHER-CAVG2,UNASSIGNED,0.0032
NTOTHTM5,CDI,TIME DEP-OTHER-CAVG5,UNASSIGNED,0.0032
NTR2,CDI,NONTRANSACTION-TOTAL-CAVG2,UNASSIGNED,0.0
NTR5,CDI,NONTRANSACTION-TOTAL-CAVG5,UNASSIGNED,0.0
NTRCDSMJ,CDI,TIME DEP LT OR EQ TO INS LIMIT,UNASSIGNED,0.0032
NTREA,CDI,RE LOANS NET-CHG-ANN,UNASSIGNED,0.0032
NTREAGA,CDI,FARMLAND RE LN NET-CHG-ANN,UNASSIGNED,0.0032
NTREAGQ,CDI,FARMLAND RE LN NET-CHG-QTR,UNASSIGNED,0.0032
NTREAGQA,CDI,FARM RE LN NET CHRG-OFF-QTR-ANN,UNASSIGNED,0.0032
NTREAOQA,CDI,OTHER RE LOANS NET-CHG-QTR-ANN,UNASSIGNED,0.0032
NTREAOT,CDI,OTHER RE LOANS NET-CHG,UNASSIGNED,0.0032
NTREAOTQ,CDI,OTHER RE LOANS NET-CHG-QTR,UNASSIGNED,0.0032
NTRECFQA,CDI,1-4 FM CONST LN NET CHG-QTR-ANN,UNASSIGNED,0.0032
NTRECNFA,CDI,1-4 FAM CONST LN NET CHG-OFF-ANN,UNASSIGNED,0.0032
NTRECNFM,CDI,1-4 FAM CONST LN NET-OFF,UNASSIGNED,0.0032
NTRECNFQ,CDI,1-4 FAM CONST LN NET CHG-OFF-QTR,UNASSIGNED,0.0032
NTRECNOA,CDI,OTHER CONSTRUCT NET CHG-OFF-ANN,UNASSIGNED,0.0032
NTRECNOQ,CDI,OTHER CONSTRUCT NET CHG-OFF-QTR,UNASSIGNED,0.0032
NTRECNOT,CDI,OTHER CONSTRUCT NET CHG-OFF,UNASSIGNED,0.0032
NTRECONQ,CDI,CONSTRUCTION RE LN NET-CHG-QTR,UNASSIGNED,0.0032
NTRECOQA,CDI,CONSTRUCT RE LN NET-CHG-QTR-ANN,UNASSIGNED,0.0032
NTRECOSA,CDI,CONSTRUCTION RE LN NET-CHG-ANN,UNASSIGNED,0.0032
NTRECTQA,CDI,OTHER CONST LN NET CHG-QTR-ANN,UNASSIGNED,0.0032
NTRELCQA,CDI,LINE OF CR RE NET-CHG-QTR-ANN,UNASSIGNED,0.0032
NTRELOCA,CDI,LINE OF CREDIT RE LN NET-CHG-ANN,UNASSIGNED,0.0032
NTRELOCQ,CDI,LINE OF CREDIT RE LN NET-CHG-QTR,UNASSIGNED,0.0032
NTREMULA,CDI,MULTIFAMILY RES RE LN NET-CHG-AN,UNASSIGNED,0.0032
NTREMULQ,CDI,MULTIFAMILY RE LN NET-CHG-QTR,UNASSIGNED,0.0032
NTREMUQA,CDI,MULTIFAM RE LN NET-CHG-QTR-ANN,UNASSIGNED,0.0032
NTRENOTA,CDI,OTH NONFRM NONRS NET CHGOFF-ANN,UNASSIGNED,0.0032
NTRENOTQ,CDI,OTH NONFRM NONRS NET CHGOFF-QTR,UNASSIGNED,0.0032
NTRENOWA,CDI,OWN OCC NONFRM NONRS NET CHG-ANN,UNASSIGNED,0.0032
NTRENOWQ,CDI,OWN OCC NONFRM NONRS NET CHG-QTR,UNASSIGNED,0.0032
NTRENROT,CDI,OTHER NONFARM NONRS NET CHG-OFF,UNASSIGNED,0.0032
NTRENROW,CDI,OWN OCC NONFRM NONRS NET CHG-OFF,UNASSIGNED,0.0032
NTRENRQA,CDI,NONFARM NONRES NET-CHRG-QTR-ANN,UNASSIGNED,0.0032
NTRENRSA,CDI,NONFARM NONRES RE LN NET-CHG-ANN,UNASSIGNED,0.0032
NTRENRSQ,CDI,NONFARM NONRES RE LN NET-CHG-QTR,UNASSIGNED,0.0032
NTRENTQA,CDI,OTH NONFRM NONR NT CHG-QTR-ANN,UNASSIGNED,0.0032
NTRENWQA,CDI,OWN-OCC NONFRM NONR NT CH-QTR-ANN,UNASSIGNED,0.0032
NTREOQA,CDI,RE LOANS OTHER NET-CHG-QTR-ANN,UNASSIGNED,0.0032
NTREOTHA,CDI,1-4 FAM RE OTHER LN NET-CHG-ANN,UNASSIGNED,0.0032
NTREOTHQ,CDI,RESIDENTIAL RE LN NET-CHG-QTR,UNASSIGNED,0.0032
NTREOTQ,CDI,RE LOANS-OTHER NET-CHG-QTR,UNASSIGNED,0.0032
NTREOTQA,CDI,RESIDENTIAL RE NET-CHRG-QTR-ANN,UNASSIGNED,0.0032
NTREQ,CDI,RE LOANS NET-CHG-QTR,UNASSIGNED,0.0032
NTREQA,CDI,RE LOANS NET-CHG-QTR-ANN,UNASSIGNED,0.0032
NTRER2QA,CDI,RE 1-4 FM JR LIEN NT CHG-QTR-ANN,UNASSIGNED,0.0032
NTREREQA,CDI,RE LOAN 1-4 FAM NET-CHG-QTR-ANN,UNASSIGNED,0.0032
NTRERESA,CDI,RE LOANS 1-4 FAMILY NET-CHG-ANN,UNASSIGNED,0.0032
NTRERESQ,CDI,RE LOANS 1-4 FAMILY NET-CHG-QTR,UNASSIGNED,0.0032
NTRERFQA,CDI,RE 1-4FM IST LIEN-NT CHG-QTR-ANN,UNASSIGNED,0.0032
NTRERS2A,CDI,RE LN 1-4FAM JR LIEN NT CHG-ANN,UNASSIGNED,0.0032
NTRERS2Q,CDI,RE LN 1-4FAM JR LIEN NET CHG-QTR,UNASSIGNED,0.0032
NTRERSFA,CDI,RE LN 1-4FM 1ST LIEN NT CHG-ANN,UNASSIGNED,0.0032
NTRERSFQ,CDI,RE LN 1-4FM IST LIEN NT CHG-QTR,UNASSIGNED,0.0032
NTRSMMD2,CDI,MMDA-CAVG2,UNASSIGNED,0.0032
NTRSMMD5,CDI,MMDA-CAVG5,UNASSIGNED,0.0032
NTRSOTH2,CDI,SAVINGS DEP-OTHER-CAVG2,UNASSIGNED,0.0032
NTRSOTH5,CDI,SAVINGS DEP-OTHER-CAVG5,UNASSIGNED,0.0032
NTRTMLG2,CDI,TIME DEPOSITS OVER $100M-CAVG2,L,0.0
NTRTMLG5,CDI,TIME DEPOSITS OVER $100M-CAVG5,L,0.0
NTSCAFSQ,CDI,TOT DBT SEC-AFS-NET CHG-OFF-QTR,UNASSIGNED,0.3418
NTSCHTMQ,CDI,TOT DBT SEC-HTM-NET CHG-OFF-QTR,UNASSIGNED,0.3418
NTTOTA,CDI,TOT LOAN & LSE LOSS NET C/O-ANN,UNASSIGNED,0.0032
NTTOTQ,CDI,LOAN & LSE LOSS NET CHG-OFF-QTR,UNASSIGNED,0.0032
NTTOTQA,CDI,LOAN & LSE LOSS NET C/O-QTR-ANN,UNASSIGNED,0.0032
OA2,CDI,OTHER ASSETS-CAVG2,UNASSIGNED,0.0
OA5,CDI,OTHER ASSETS-CAVG5,UNASSIGNED,0.0
OASSET,CDI,ALL OTHER ASSETS-QBP,UNASSIGNED,0.0032
OASSET2,CDI,ALL OTHER ASSETS-QBP-CAVG2,UNASSIGNED,0.0032
OASSET5,CDI,ALL OTHER ASSETS-QBP-CAVG5,UNASSIGNED,0.0032
OBOR,CDI,OTHER BORROWED FUNDS,L,0.0033
OBOR2,CDI,OTHER BORROWED FUNDS-CAVG2,L,0.0033
OBOR5,CDI,OTHER BORROWED FUNDS-CAVG5,L,0.0033
OBSDIR,CDI,OFF-BALANCE SHEET DERIVATIVES,S,0.0026
OFFBSRES,CDI,ALLOWANCE FOR OFF-BS CR LOSSES,A,0.0032
OL2,CDI,OTHER LIABILITIES-CAVG2,UNASSIGNED,0.0
OL5,CDI,OTHER LIABILITIES-CAVG5,UNASSIGNED,0.0
OLIAB,CDI,ALL OTHER LIABILITIES-QBP,UNASSIGNED,0.0033
OLIAB2,CDI,ALL OTHER LIABILITIES-QBP-CAVG2,UNASSIGNED,0.0033
OLIAB5,CDI,ALL OTHER LIABILITIES-QBP-CAVG5,UNASSIGNED,0.0033
OLINTLNW,CDI,INTEREST ACCRUED AND UNPAID,UNASSIGNED,0.0
ORE2,CDI,OTHER REAL ESTATE OWNED-CAVG2,UNASSIGNED,0.0032
ORE5,CDI,OTHER REAL ESTATE OWNED-CAVG5,UNASSIGNED,0.0032
OTBM1LES,CDI,OTH BOR MONEY MAT/REP-1 YR LESS,UNASSIGNED,0.0032
OTBM1T3,CDI,OTH BOR MONEY MAT/REP-1 TO 3 YR,UNASSIGNED,0.0032
OTBM3T5,CDI,OTH BOR MONEY MAT/REP-3 TO 5 YR,UNASSIGNED,0.0032
OTBMOV5,CDI,OTH BOR MONEY MAT/REP-OVER 5 YR,UNASSIGNED,0.0032
OTHBOR2,CDI,OTHER BORROWED MONEY-CAVG2,L,0.0
OTHBOR5,CDI,OTHER BORROWED MONEY-CAVG5,L,0.0
P3LTOT,CDI,30-89 D P/D TOTAL LOANS-LOSS SH,UNASSIGNED,0.2337
P3RSCON,CDI,30-89 P/D LN MODS BRWRS EXP FIN DFCLTY - CONSUMER,UNASSIGNED,0.0033
P3RSCONS,CDI,30-89 P/D LN MODS TO BRWRS EXP FIN DFCLTY - CONST,UNASSIGNED,0.0033
P3RSLNLT,CDI,30-89 DAY P/D LN MODS BRWRS EXP FIN DFCLTY - TOTAL,UNASSIGNED,0.0032
P3RSNRES,CDI,30-89 P/D LN MODS BRWRS EXP FIN DFCLTY - NFNR LN,UNASSIGNED,0.0033
P9LTOT,CDI,90+ D P/D TOTAL LOANS - LOSS SH,UNASSIGNED,0.2238
P9RSCON,CDI,90+ P/D LN MODS BRWRS EXP FIN DFCLTY - CONSUMER,UNASSIGNED,0.0033
P9RSCONS,CDI,90+ D P/D LN MODS TO BRWRS EXP FIN DFCLTY - CONST,UNASSIGNED,0.0033
P9RSLNLT,CDI,90+ P/D LN MODS TO BRWRS EXP FIN DFCLTY - TOTAL,UNASSIGNED,0.0032
P9RSNRES,CDI,90+ P/D LN MODS BRWRS EXP FIN DFCLTY - NFNR LN,UNASSIGNED,0.0033
RBC,CDI,RBC-TOTAL-PCA,C,0.0033
RBCEQTAN,CDI,TANGIBLE EQUITY CAPITAL-PCA,C,0.0032
RBCLNREP,CDI,RBC-LIMITED ACL-RBP,C,0.0033
RBCLNRES,CDI,RBC-LIMITED ACL-PCA,C,0.0033
RBCP,CDI,RBC-TOTAL-RBP,C,0.0033
RBCT1,CDI,TIER 1 RBC-PCA,C,0.0032
RBCT1J,CDI,TIER 1 RBC ADJUSTED LLR - PCA,C,0.0032
RBCT1P,CDI,TIER 1 RBC-RBP,C,0.0032
RBCT1PJ,CDI,TIER 1 RBC ADJUSTED LLR - RBP,C,0.0032
RBCT2,CDI,RBC-TIER2-PCA,C,0.0033
RBCT2P,CDI,RBC-TIER2-RBP,C,0.0033
RSCONS,CDI,LN MODS TO BRWRS EXP FIN DFCLTY  - CONST,UNASSIGNED,0.0033
RSLNLTOT,CDI,LN MODS TO BRWRS EXP FIN DFCLTY - TOTAL,UNASSIGNED,0.0032
RSNRES,CDI,LN MODS TO BRWRS EXP FIN DFCLTY - NONFARM NONRES,UNASSIGNED,0.0033
RT,CDI,INTEREST RATE-TOTAL CONTRACTS,S,0.0001
RWA,CDI,RISK-WEIGHTED ASSETS,UNASSIGNED,0.0033
RWAJ,CDI,RWA-ADJUST-PCA-T1 & CET1 RATIO,UNASSIGNED,0.0033
RWAJP,CDI,RWA-ADJUST - T1 & CET1 RATIO,UNASSIGNED,0.0033
RWAJPT,CDI,RWA-ADJUSTED-RBP-TOTAL RBC RATIO,C,0.0033
RWAJT,CDI,RWA-ADJUSTED-PCA-TOTAL RBC RAT,C,0.0033
SC1LES,CDI,DEBT SECURITIES LT 1 YEAR,S,0.0032
SC2,CDI,SECURITIES-CAVG2,S,0.0
SC5,CDI,SECURITIES-CAVG5,S,0.0
SCCMMB,CDI,COMMERCIAL MBS - TOTAL,UNASSIGNED,0.0032
SCCMOG,CDI,OTHER COMMERCIAL MBS-GOVT,UNASSIGNED,0.0032
SCCMOP,CDI,OTHER COMM MBS- PVT,UNASSIGNED,0.0032
SCCMOT,CDI,OTHER COMMERCIAL MBS,UNASSIGNED,0.0032
SCCMPT,CDI,COMMERCIAL MBS PASS-THROUGH,UNASSIGNED,0.0032
SCCMPTP,CDI,COMM MBS PASS-THRU-PVT,UNASSIGNED,0.0032
SCCPTG,CDI,COMM MBS PASS-THRU-GOVT,UNASSIGNED,0.0032
