"RIS Name","Description","Database","Report","FRB Number","Call Names"
"TPISCUS","PER TR & INV AGY-U.S TREAS & OB","FTS","RC-T","RCFDJ269 RCONJ269",""
"TPISTO","PER TR & INV AGY - SHRT TERM OB","FTS","RC-T","RCFDJ287 RCONJ287",""
"TPITRF","PER TR & INV AGY - TRUST FUND","FTS","RC-T","RCFDJ284 RCONJ284",""
"TPIUF","PER TR & INV AGY- UNREG FUNDS","FTS","RC-T","RCFDJ293 RCONJ293",""
"TPMA","MANAGED ASSET-PER & AGEN-AMT","FTS","RC-T","RCFDB868 RCONB868",""
"TPMAGL","FIDUC SETTLE-MAN-PERSONAL TRUST","FTS","RC-T","RIADB947",""
"TPMANUM","MANAGED ASSET - PER&AGEN-NUM","FTS","RC-T","RCFDB870 RCONB870",""
"TPMATOT","MAN ASSETS - TOTAL","FTS","RC-T","RCONB868 RCFDB868",""
"TPMISC","MAN ASSETS -MISCELLANEOUS","FTS","RC-T","RCONB923 RCFDB923",""
"TPMMF","MAN ASSETS -MONEY MARKET","FTS","RC-T","RCONB917 RCFDB917",""
"TPNI","MAN ASSETS - NONINTEREST BEARING","FTS","RC-T","RCONB913 RCFDB913",""
"TPNMA","NON-MANAGED - PER&AGEN-AMT","FTS","RC-T","RCFDB869 RCONB869",""
"TPNMGL","FIDUC SETTLE-PERS-TR-NON-MAN","FTS","RC-T","RIADB948",""
"TPNMNUM","NON-MANAGED ASSET-PER&AGEN-NUM","FTS","RC-T","RCFDB871 RCONB871",""
"TPOTHB","MAN ASSETS -OTH NOTES AND BONDS","FTS","RC-T","RCONB919 RCFDB919",""
"TPRE","MAN ASSETS -REAL ESTATE","FTS","RC-T","RCONB922 RCFDB922",""
"TPREMORT","MAN ASSETS -RE MORTGAGES","FTS","RC-T","RCONB921 RCFDB921",""
"TPSCMUNI","MAN ASSETS - MUNI","FTS","RC-T","RCONB916 RCFDB916",""
"TPSCUS","MAN ASSETS -U.S.TREAS & OBLIG","FTS","RC-T","RCONB915 RCFDB915",""
"TPSTO","MAN ASSETS -OTHER SHORT TERM","FTS","RC-T","RCONB918 RCFDB918",""
"TPTREC","FIDUC SETTLE-RECOV-PER. TRUST","FTS","RC-T","RIADB949",""
"TQLAVA","QUALIFIED THRIFT LENDER TEST-AVG","FTS","RC-C","",""
"TQLM1","QUALIFIED THRIFT LENDER TEST-M1","FTS","RC-C","",""
"TQLM2","QUALIFIED THRIFT LENDER TEST-M2","FTS","RC-C","",""
"TQLM3","QUALIFIED THRIFT LENDER TEST-M3","FTS","RC-C","",""
"TRACT","FIDUCIARY OR RELATED ACTIVITY","FTS","RC-T","RCFDB867 RCONB867",""
"TRADE","TRADING ACCOUNTS","FTS","RC-BAL","RCFD3545 RCON3545 RCFD2146 RCON2146",""
"TRADE0","TRADE ASSETS - 0% RW","FTS","RC-R","RCOND977 RCFDD977 RCONB628 RCFDB628",""
"TRADE100","TRADE ASSETS - 100% RW","FTS","RC-R","RCOND980 RCFDD980 RCONB631 RCFDB631",""
"TRADE150","TRADE ASSETS - 150% RW","FTS","RC-R","RCONS467 RCFDS467",""
"TRADE20","TRADE ASSETS - 20% RW","FTS","RC-R","RCOND978 RCFDD978 RCONB629 RCFDB629",""
"TRADE250","TRADE ASSETS - 250% RW","FTS","RC-R","RCFDH289 RCONH289",""
"TRADE2R","TRADE ASSETS - 2% RW","FTS","RC-R","RCONHJ86 RCFDHJ86",""
"TRADE300","TRADE ASSETS - 300% RW","FTS","RC-R","RCONH186 RCFDH186",""
"TRADE4","TRADE ASSETS - 4% RW","FTS","RC-R","RCONHJ87 RCFDHJ87",""
"TRADE400","TRADE ASSETS - 400% RW","FTS","RC-R","RCONH290 RCFDH290",""
"TRADE50","TRADE ASSETS - 50% RW","FTS","RC-R","RCOND979 RCFDD979 RCONB630 RCFDB630",""
"TRADE600","TRADE ASSETS - 600% RW","FTS","RC-R","RCONH187 RCFDH187",""
"TRADEL","TRADING LIABILITIES","FTS","RC-BAL","RCFD3548 RCON3548",""
"TRADELD","TRADING LIABILITIES - DOM","FTS","RC-D","RCON3548",""
"TRADENRW","TRADE ASSETS - ADJ TO COL A","FTS","RC-R","RCONS466 RCFDS466 RCONB627 RCFDB627",""
"TRADEOEA","TRADE ASSETS-OTH APPR-EXP AMT","FTS","RC-R","RCONH291 RCFDH291",""
"TRADEORW","TRADE ASSETS-OTH APPR-RWA AMT","FTS","RC-R","RCONH292 RCFDH292",""
"TRARERCR","TRADE ASSETS BS - RC-R COL A","FTS","RC-R","RCFDD976 RCOND976 RCON3545 RCFD3545",""
"TRASTPLG","TRADE - ASSETS PLEDGED","FTS","RC-D","",""
"TRDABFV","TRADING ASSET TOT FV ON BAL SHEET","FTS","RC-Q","RCFDF246 RCONF246",""
"TRDAL1FV","TRADE ASSET LEVEL 1 FV MEASURE","FTS","RC-Q","RCFDF691 RCONF691",""
"TRDAL2FV","TRADING ASSET LEVEL 2 FV MEASURE","FTS","RC-Q","RCFDF247 RCONF247",""
"TRDAL3FV","TRADING ASSET LEVEL 3 FV MEASURE","FTS","RC-Q","",""
"TRDANTFV","TRADE ASSET NET IN DETERMINE FV","FTS","RC-Q","RCFDF683 RCONF683",""
"TRDLBFV","TRADING LIAB TOTAL FV ON BAL SH","FTS","RC-Q","RCFDF255 RCONF255",""
"TRDLL1FV","TRADE LIAB LEVEL 1 FV MEASURE","FTS","RC-Q","RCFDF695 RCONF695",""
"TRDLL2FV","TRADING LIAB LEVEL 2 FV MEASURE","FTS","RC-Q","RCFDF256 RCONF256",""
"TRDLL3FV","TRADING LIAB LEVEL 3 FV MEASURE","FTS","RC-Q","RCFDF257 RCONF257",""
"TRDLNTFV","TRADE LIAB NET IN DETERMINE FV","FTS","RC-Q","RCFDF687 RCONF687",""
"TRDOM","TRADING ASSETS-DOM","FTS","RC-D","RCON3545 RCON2146",""
"TREXER","TRUST POWERS EXERCISED","FTS","RC-T","RCFDA346 RCONA346",""
"TRFOR","TRADING ACCOUNTS-FOR","FTS","RC-D","RCFN3542",""
"TRHMA","IRA, HSA & OTH - MANAGED -AMT","FTS","RC-T","RCFDJ259 RCONJ259",""
"TRHMANUM","IRA, HSA & OTH - MANAGED -NUM","FTS","RC-T","RCFDJ261 RCONJ261",""
"TRHNMA","IRA, HSA & OTH-NON-MANAGED -AMT","FTS","RC-T","RCFDJ260 RCONJ260",""
"TRHNMNUM","IRA, HSA & OTH-NON-MANAGED -NUM","FTS","RC-T","RCFDJ262 RCONJ262",""
"TRLAUTUP","TRADE- CONS LN AUTO-UNPAID PRIN","FTS","RC-D","RCFDK200 RCONK200",""
"TRLNADUP","TRADE-CON LN AUTO-DOM UNPD PRIN","FTS","RC-D","RCONK200",""
"TRLNAUTD","TRADE - CONS LN AUTO-DOM","FTS","RC-D","RCONK199",""
"TRLNAUTO","TRADE - CONS LN AUTO","FTS","RC-D","RCFDK199 RCONK199",""
"TRLNCC","TRADE - CREDIT CARD LOANS","FTS","RC-D","RCFDF615 RCONF615",""
"TRLNCCD","TRADE - CREDIT CARD LOANS -DOM","FTS","RC-D","RCONF615",""
"TRLNCCDU","TRADE- CC LN- DOM - UNPD PRIN","FTS","RC-D","RCONF633",""
"TRLNCCUP","TRADE - CRD CARD LN- UNPD PRIN","FTS","RC-D","RCFDF633 RCONF633",""
"TRLNCI","TRADE - C & I LOANS","FTS","RC-D","RCFDF614 RCONF614",""
"TRLNCID","TRADE - C & I LOANS - DOM","FTS","RC-D","RCONF614",""
"TRLNCIDU","TRADE- C & I LN -DOM- UNPD PRIN","FTS","RC-D","RCONF632",""
"TRLNCIUP","TRADE - C & I LOANS - UNPAID PRIN","FTS","RC-D","RCFDF632 RCONF632",""
"TRLNCN","TRADE - CONSUMER LOANS","FTS","RC-D","RCFDHT65 RCONHT65",""
"TRLNCNU","TRADE - CONSUMER LOANS-UNPD PRIN","FTS","RC-D","RCFDHT68 RCONHT68",""
"TRLNCODU","TRADE-CON LN OTH-DOM- UNPD PRIN","FTS","RC-D","RCONF635 RCONK211",""
"TRLNCOT","TRADE - CONSUMER LN OTHER","FTS","RC-D","RCFDF617 RCONF617 RCFDK210 RCONK210",""
"TRLNCOTD","TRADE - CONSUMER LN OTHER -DOM","FTS","RC-D","RCONF617 RCONK210",""
"TRLNCOTU","TRADE- CONS LN OTH- UNPAID PRIN","FTS","RC-D","RCFDF635 RCONF635 RCFDK211 RCONK211",""
"TRLNCP","TRADE - CON LN RELATED PLAN","FTS","RC-D","RCFDF616 RCONF616",""
"TRLNCPD","TRADE - CON LN REL PLAN - DOM","FTS","RC-D","RCONF616",""
"TRLNCPDU","TRADE-CON REL PLN-DOM- UPD PRIN","FTS","RC-D","RCONF634",""
"TRLNCPUP","TRADE-CON LN REL PLN- UNPD PRIN","FTS","RC-D","RCFDF634 RCONF634",""
"TRLNDOM","TRADE TOTAL LOANS - DOM","FTS","RC-D","RCONHT71",""
"TRLNOTDU","TRADE - OTH LNS -DOM- UNPD PRIN","FTS","RC-D","RCONF636",""
"TRLNOTH","TRADE - OTHER LOANS","FTS","RC-D","RCFDF618 RCONF618",""
"TRLNOTHD","TRADE - OTHER LOANS - DOM","FTS","RC-D","RCONF618",""
"TRLNOTUP","TRADE - OTHER LNS - UNPAID PRIN","FTS","RC-D","RCFDF636 RCONF636",""
"TRLNPDDU","TR-LN PD 90 DAYS- DOM- UNPD PRIN","FTS","RC-D","RCONF640",""
"TRLNPDFV","TRADE -LN PD 90+ DAYS -FAIR VAL","FTS","RC-D","RCFDF639 RCONF639",""
"TRLNPDUP","TRADE- LN PD 90+ DAY- UNPD PRIN","FTS","RC-D","RCFDF640 RCONF640",""
"TRLNPLG","TRADE - LOANS PLEDGED","FTS","RC-D","RCFDG388 RCONG388",""
"TRLNPLGD","TRADE - LOANS PLEDGED - DOM","FTS","RC-D","RCONG388",""
"TRLNRAG","TRADE - RE AGRICULTURAL LN","FTS","RC-D","RCONF605",""
"TRLNRAGU","TRADE - RE AG LN - UNPAID PRIN","FTS","RC-D","RCONF626",""
"TRLNRCN","TRADE - RE CONSTRUCTION LN","FTS","RC-D","RCONF604",""
"TRLNRCNU","TRADE -RE CONST LN- UNPAID PRIN","FTS","RC-D","RCONF625",""
"TRLNRE","TRADE - REAL ESTATE LN","FTS","RC-D","RCFDF610",""
"TRLNREUP","TRADE - RE LN - UNPAID PRIN","FTS","RC-D","RCFDF790",""
"TRLNRFM","TRADE RE 1-4 FM RES LOANS","FTS","RC-D","RCFDHT63 RCONHT63",""
"TRLNRFMU","TRADE RE 1-4 FAM - UNPD PRIN","FTS","RC-D","RCFDHT66 RCONHT66",""
"TRLNRLC","TRADE - RE 1-4 FAMILY LINE","FTS","RC-D","RCONF606",""
"TRLNRLCU","TRADE- RE 1-4 FM LINE -UNPD PRIN","FTS","RC-D","RCONF627",""
"TRLNRMU","TRADE - RE MULTIFAMILY","FTS","RC-D","RCONF612",""
"TRLNRMUU","TRADE- RE MULTIFAM -UNPD PRIN","FTS","RC-D","RCONF630",""
"TRLNRNR","TRADE - RE NONFARM NONRES","FTS","RC-D","RCONF613",""
"TRLNRNRU","TRADE- RE NONFRM NRS-UNPD PRIN","FTS","RC-D","RCONF631",""
"TRLNRO","TRADE RE LOANS - ALL OTHER","FTS","RC-D","RCFDHT64 RCONHT64",""
"TRLNROU","TRADE RE ALL OTH-UNPD PRIN","FTS","RC-D","RCFDHT67 RCONHT67",""
"TRLNRR1","TRADE - RE 1-4 FAM FIRST LIEN","FTS","RC-D","RCONF607",""
"TRLNRR1U","TRADE-RE 1-4 FM 1ST LN-UNPD PRIN","FTS","RC-D","RCONF628",""
"TRLNRR2","TRADE - RE 1-4 FAM JUNIOR LN","FTS","RC-D","RCONF611",""
"TRLNRR2U","TRADE- RE 1-4 FM JR LN-UNPD PRIN","FTS","RC-D","RCONF629",""
"TRLNSCZP","TRADE- LN PEND SECURITIZATION","FTS","RC-D","RCFDF654 RCONF654",""
"TRLOTH","TRADE - LIABILITIES OTHER","FTS","RC-D","RCFDF624 RCONF624",""
"TRLOTHD","TRADE - LIAB OTHER -DOM","FTS","RC-D","RCONF624",""
"TRLPDDFV","TR-LN PD 90 DAYS- DOM- FAIR VAL","FTS","RC-D","RCONF639",""
"TRLREVAD","TRADE - DERIVAT NEG VAL - DOM","FTS","RC-D","RCON3547",""
"TRLREVAL","TRADE-DERIVATIVES NEG VAL","FTS","RC-D","RCFD3547 RCON3547",""
"TRLSHRT","TRADE-LIABILITIES-SHORT POSITION","FTS","RC-D","RCFD3546 RCON3546",""
"TRLSHRTD","TRADE - LIAB SHORT POSITION-DOM","FTS","RC-D","RCON3546",""
"TRN","TRANSACTION-TOTAL","FTS","RC-E","RCON2215",""
"TRNCBO","TRANSACTION-COM BKS& OTHER","FTS","RC-E","RCONB551",""
"TRNCOMB","TRANSACTION-COM BKS","FTS","RC-E","RCON2206",""
"TRNFC","TRANSACTION-FOR COUNTRY","FTS","RC-E","RCON2213",""
"TRNFCFG","TRANSACTION-FOR COUNTRY & GOVT","FTS","RC-E","RCON2184",""
"TRNFG","TRANSACTION-FOREIGN GOVERNMENT","FTS","RC-E","RCON2216",""
"TRNINDI","TTRN ACC-IND-PHF USE-INT","FTS","RC-E","RCONP754",""
"TRNINDNI","TRN ACC-IND-PHF USE-NON INT","FTS","RC-E","RCONP753",""
"TRNIPC","TRANSACTION-IPC","FTS","RC-E","RCON2201 RCON2215",""
"TRNIPCO","TRN ACC-IPC-ALL OTHER","FTS","RC-E","RCONP755",""
"TRNIPCOC","TRAN-IPC-OFFICIAL CHECKS","FTS","RC-E","RCON2201 RCON2215 RCONB549",""
"TRNMUNI","TRANSACTION-MUNI","FTS","RC-E","RCON2203",""
"TRNNIA","NONINT TRANS ACCT OVR 250 - AMT","FTS","RC-O","RCONJ944",""
"TRNNIN","NONINT TRANS ACCT OVR 250-NUM","FTS","RC-O","RCONJ945",""
"TRNNOW","TRANSACTION-NOW ACCOUNTS","FTS","RC-E","RCON2398",""
"TRNUSGOV","TRANSACTION-U.S. GOVERNMENT","FTS","RC-E","RCON2202",""
"TROA","TRADE-OTHER ASSETS - DOM","FTS","RC-D","RCON3541 RCON1029",""
"TROABFV","TRADE OTH ASSET TOT FV ON BS","FTS","RC-Q","RCFDG497 RCONG497",""
"TROAL1FV","TR OTH ASSET LVL 1 FV MEASURE","FTS","RC-Q","RCFDG499 RCONG499",""
"TROAL2FV","TR OTH ASSET LVL 2 FV MEASURE","FTS","RC-Q","RCFDG500 RCONG500",""
"TROAL3FV","TR OTH ASSET LVL 3 FV MEASURE","FTS","RC-Q","RCFDG501 RCONG501",""
"TROANTFV","TRADE OTH ASSET NET DET FV","FTS","RC-Q","RCFDG498 RCONG498",""
"TROLBFV","TRADE OTH LIAB TOT FV ON BS","FTS","RC-Q","RCFDG516 RCONG516",""
"TROLL1FV","TR OTH LIAB LVL 1 FV MEASURE","FTS","RC-Q","RCFDG518 RCONG518",""
"TROLL2FV","TR OTH LIAB LVL 2 FV MEASURE","FTS","RC-Q","RCFDG519 RCONG519",""
"TROLL3FV","TR OTH LIAB LVL 3 FV MEASURE","FTS","RC-Q","RCFDG520 RCONG520",""
"TROLNTFV","TRADE OTH LIAB NET DET FV","FTS","RC-Q","RCFDG517 RCONG517",""
"TROTHA","TRADE - OTHER ASSETS","FTS","RC-D","RCFD3541 RCON3541",""
"TRPOWER","INSTITUTION HAS TRUST POWER","FTS","RC-T","RCFDA345 RCONA345",""
"TRREVAL","TRADE - DER POSITIVE VALUE","FTS","RC-D","RCFD3543 RCON3543",""
"TRREVALD","TRADE-DERIV POS VAL-DOM","FTS","RC-D","RCON3543",""
"TRREVALF","TRADE-DERIV POS VALUE-FOR","FTS","RC-D","RCFN3544 RCFN3543",""
"TRSCAOTD","TRADE - ALL OTHER DEBT SEC-DOM","FTS","RC-D","RCONG386",""
"TRSCAOTH","TRADE - ALL OTHER DEBT SEC","FTS","RC-D","RCFDG386 RCONG386",""
"TRSCAUTO","TRADE- ABS AUTO LOANS","FTS","RC-D","RCFDF645 RCONF645",""
"TRSCCDOO","TRADE- CDO OTHER","FTS","RC-D","RCFDF650 RCONF650",""
"TRSCCDOS","TRADE- CDO SYNTHETIC","FTS","RC-D","RCFDF649 RCONF649",""
"TRSCCI","TRADE- ABS C&I LOANS","FTS","RC-D","RCFDF647 RCONF647",""
"TRSCCMB","TRADE COMMERCIAL MBS","FTS","RC-D","RCFDG382 RCONG382",""
"TRSCCMBD","TRADE COMMERCIAL MBS - DOM","FTS","RC-D","RCONG382",""
"TRSCCMBG","TRADE COMMERCIAL MBS-GOVT","FTS","RC-D","RCFDK197 RCONK197",""
"TRSCCMBP","TRADE COMMERCIAL MBS-PVT","FTS","RC-D","RCFDK198 RCONK198",""
"TRSCCMTG","TRADE- ABS COMMERCIAL MTGS","FTS","RC-D","RCFDF642 RCONF642",""
"TRSCCONS","TRADE- ABS OTHER CONSUMER LN","FTS","RC-D","RCFDF646 RCONF646",""
"TRSCCRCD","TRADE- ABS CREDIT CARD","FTS","RC-D","RCFDF643 RCONF643",""
"TRSCEQO","TRADE- EQ SEC OTHER","FTS","RC-D","RCFDF653 RCONF653",""
"TRSCEQR","TRADE- EQ SEC READILY DET FV","FTS","RC-D","RCFDF652 RCONF652",""
"TRSCHEL","TRADE- ABS HOME EQUITY LINES","FTS","RC-D","RCFDF644 RCONF644",""
"TRSCLN","TRADE SFP COLLATERAL - CORP LN","FTS","RC-D","RCFDG333 RCONG333",""
"TRSCLND","TRADE SFP COLLAT- CORP LN- DOM","FTS","RC-D","RCONG333",""
"TRSCMB","TRADE - CMO & REMIC SEC","FTS","RC-D","RCFDG380 RCONG380 RCFD3535 RCON3535",""
"TRSCMD","TRADE-CMO & REMIC SECS - DOM","FTS","RC-D","RCONG380 RCON3535",""
"TRSCMP","TRADE-MTG POOL SECURITIES - DOM","FTS","RC-D","",""
"TRSCMUN","TRADE - MUNICIPAL SECURITIES","FTS","RC-D","RCFD3533 RCON3533",""
"TRSCMUNI","TRADE-MUNICIPAL SEC - DOM","FTS","RC-D","RCON3533 RCON1025",""
"TRSCOABS","TRADE- ABS OTHER LOANS","FTS","RC-D","RCFDF648 RCONF648",""
"TRSCOT","TRADE- OTHER MTG-BACK SECS- DOM","FTS","RC-D","RCONG381 RCON3536",""
"TRSCOTDB","TRADE - OTHER DEBT SEC","FTS","RC-D","RCFD3537 RCON3537",""
"TRSCOTH","TRADE-OTHER BONDS & NOTES - DOM","FTS","RC-D","RCON3537 RCON1045",""
"TRSCOTMB","TRADE - OTHER MTG-BACK SEC","FTS","RC-D","RCFDG381 RCONG381 RCFD3536 RCON3536",""
"TRSCPAS","TRADE - PASS-THROUGH SEC","FTS","RC-D","RCFDG379 RCONG379 RCFD3534 RCON3534",""
"TRSCPASS","TRADE-PASS-THROUGH SECS - DOM","FTS","RC-D","RCON3534 RCONG379",""
"TRSCPLG","TRADE - SECURITIES PLEDGED","FTS","RC-D","RCFDG387 RCONG387",""
"TRSCPLGD","TRADE- SECURITIES PLEDGED -DOM","FTS","RC-D","RCONG387",""
"TRSCRES","TRADE- ABS RESIDENTIAL MTGS","FTS","RC-D","RCFDF641 RCONF641",""
"TRSCSFC","TRADE SFP - CASH","FTS","RC-D","RCFDG383 RCONG383",""
"TRSCSFCD","TRADE SFP - CASH - DOM","FTS","RC-D","RCONG383",""
"TRSCSFH","TRADE SFP - HYBRID","FTS","RC-D","RCFDG385 RCONG385",""
"TRSCSFHD","TRADE SFP - HYBRID -DOM","FTS","RC-D","RCONG385",""
"TRSCSFS","TRADE SFP - SYNTHETIC","FTS","RC-D","RCFDG384 RCONG384",""
"TRSCSFSD","TRADE SFP - SYNTHETIC -DOM","FTS","RC-D","RCONG384",""
"TRSCUSA","TRADE-U.S. AGY & CORP OBLI- DOM","FTS","RC-D","RCON1020",""
"TRSCUSAG","TRADE - US GOVT AGENCY OBLIG","FTS","RC-D","RCFD3532 RCON3532",""
"TRSCUSGA","TRADE-US GOVT & AGY SEC - DOM","FTS","RC-D","RCON3532",""
"TRSCUST","TRADE-U.S. TREASURY SEC - DOM","FTS","RC-D","RCON3531 RCON1010",""
"TRSCUSTR","TRADE-U.S. TREASURY SECURITIES","FTS","RC-D","RCFD3531 RCON3531",""
"TRSCZRI","TRADE- RETAINED INT SECUR","FTS","RC-D","RCFDF651 RCONF651",""
"TRSDP","TRADE SFP COLLATERAL -DIV POOL","FTS","RC-D","RCFDG651 RCONG651",""
"TRSDPD","TRADE SFP COLLAT -DIV POOL-DOM","FTS","RC-D","RCONG651",""
"TRSFMG","TRADE SFP COLLAT - 1-4 FM GSE","FTS","RC-D","RCFDG334 RCONG334",""
"TRSFMGD","TRADE SFP COLL- 1-4 FM GSE-DOM","FTS","RC-D","RCONG334",""
"TRSFMO","TRADE SFP COLLAT- 1-4 FM OTH","FTS","RC-D","RCFDG335 RCONG335",""
"TRSFMOD","TRD SFP COLLAT- 1-4 FM OTH-DOM","FTS","RC-D","RCONG335",""
"TRSFP","TRADE STRUCTURED FIN PRODUCTS","FTS","RC-D","RCFDHT62 RCONHT62",""
"TRSOTH","TRADE SFP COLLAT - OTH ASSETS","FTS","RC-D","RCFDG652 RCONG652",""
"TRSOTHD","TRD SFP COLLAT- OTH ASSETS- DOM","FTS","RC-D","RCONG652",""
"TRSTPF","TRADE SFP COLLAT-TR PF FIN INST","FTS","RC-D","RCFDG299 RCONG299",""
"TRSTPFD","TRD SFP COLL -TR PFD FIN IN-DOM","FTS","RC-D","RCONG299",""
"TRSTPR","TRADE SFP COLLAT -TR PREF REIT","FTS","RC-D","RCFDG332 RCONG332",""
"TRSTPRD","TRD SFP COLLAT -TR PRF REIT-DOM","FTS","RC-D","RCONG332",""
"TRTMAGL","FIDUC SETTLE-MAN-RETIREMENT","FTS","RC-T","RIADB950",""
"TRTNMGL","FIDUC SETTLE-NON-MAN-RETIREMENT","FTS","RC-T","RIADB951",""
"TRTREC","FIDUC SETTLE-RECOV-RETIREMENT","FTS","RC-T","RIADB952",""
"TS","TIME & SAVINGS DEPOSITS-TOTAL","FTS","RC-E","RCON2350",""
"TSCCMBGD","TRADE COMMERCIAL MBS-GOVT-DOM","FTS","RC-D","RCONK197",""
"TSCCMBPD","TRADE COMMERCIAL MBS-PVT-DOM","FTS","RC-D","RCONK198",""
"TTL","TT&L NOTE OPTION","FTS","RC-BAL","RCON2840",""
"TTLOTBOR","TT&L & OTHER BORROWINGS","FTS","RC-BAL","",""
"TTMA","TOT FIDUCIARY ACCTS-MAN-AMT","FTS","RC-T","RCFDB894 RCONB894",""
"TTNANUM","TOT FIDUCIARY ACCTS-MAN-NUM","FTS","RC-T","RCFDB896 RCONB896",""
"TTNMA","TOT FIDUCIARY ACCTS-NON-MAN-AMT","FTS","RC-T","RCFDB895 RCONB895",""
"TTNMNUM","TOT FIDUCIARY ACCTS-NON-MAN-NUM","FTS","RC-T","RCFDB897 RCONB897",""
"TTOTMAGL","FIDUC SETTLE-MAN-TOTAL","FTS","RC-T","RIADB959",""
"TTOTNMGL","FIDUC SETTLE-NON-MAN-TOTAL","FTS","RC-T","RIADB960",""
"TTOTREC","FIDUC SETTLE-RECOV-TOTAL","FTS","RC-T","RIADB961",""
"UC","UNUSED COMMIT-TOTAL","FTS","RC-L","RCFD3423 RCON3423",""
"UC1L0","UNUSED COM 1 YR LESS - 0% RW","FTS","RC-R","RCONS527 RCFDS527",""
"UC1L100","UNUSED COM 1 YR LESS -100% RW","FTS","RC-R","RCONS530 RCFDS530",""
"UC1L150","UNUSED COM 1 YR LESS -150% RW","FTS","RC-R","RCONS531 RCFDS531",""
"UC1L2","UNUSED COM 1 YR LESS -2% RW","FTS","RC-R","RCONHJ96 RCFDHJ96",""
"UC1L20","UNUSED COM 1 YR LESS -20% RW","FTS","RC-R","RCONS528 RCFDS528",""
"UC1L4","UNUSED COM 1 YR LESS -4% RW","FTS","RC-R","RCONHJ97 RCFDHJ97",""
"UC1L50","UNUSED COM 1 YR LESS -50% RW","FTS","RC-R","RCONS529 RCFDS529",""
"UC1LA100","UN COM 1YR LS AB CM PAP-100% RW","FTS","RC-R","RCFDG596 RCONG596",""
"UC1LCEA","UNUSED COM 1 YR LESS-C.E. AMT","FTS","RC-R","RCONS526 RCFDS526",""
"UC1LOCE","UNUSE COM 1 YR LS-OTH AP-CE AMT","FTS","RC-R","RCONH303 RCFDH303",""
"UC1LORW","UNUSE COM 1 YR LS-OTH AP-RW AMT","FTS","RC-R","RCONH304 RCFDH304",""
"UC1LRCR","UNUSED COM 1 YR LESS-RC-R COL A","FTS","RC-R","RCONS525 RCFDS525",""
"UC1LSA","UNUSED COM 1YR LS AB COM PAPER","FTS","RC-R","RCFDG591 RCONG591",""
"UC1LSA0","UN COM 1YR LS AB COM PAP-0% RW","FTS","RC-R","RCFDG593 RCONG593",""
"UC1LSA20","UN COM 1YR LS AB COM PAP-20% RW","FTS","RC-R","RCFDG594 RCONG594",""
"UC1LSA50","UN COM 1YR LS AB COM PAP-50% RW","FTS","RC-R","RCFDG595 RCONG595",""
"UC1LSACE","UN COM 1YR LS AB COM PAP-CE AMT","FTS","RC-R","RCFDG592 RCONG592",""
"UCAOTH","UNUSED COMMIT - ALL OTHER","FTS","RC-L","RCFDJ459 RCONJ459",""
"UCCOMRE","UNUSED COMMIT-COM RE","FTS","RC-L","",""
"UCCOMREF","UNUSED COMMIT 1-4 FAM CONSTRUCT","FTS","RC-L","RCFDF164 RCONF164",""
"UCCOMREO","UNUSED COMMIT COM RE & OTH CONST","FTS","RC-L","RCFDF165 RCONF165",""
"UCCOMRES","UNUSED COMMIT-SECURED COM RE","FTS","RC-L","RCFD3816 RCON3816",""
"UCCOMREU","UNUSED COMMIT-UNSECURED COM RE","FTS","RC-L","RCFD6550 RCON6550",""
"UCCON","UNUSED COMMIT-CONSUMER LOANS","FTS","RC-L","",""
"UCCRCD","UNUSED COMMIT-CREDIT CARD LINES","FTS","RC-L","RCFD3815 RCON3815",""
"UCCRCDC","UNUSED COMMIT CRCD - CONSUMER","FTS","RC-L","RCFDJ455 RCONJ455",""
"UCCRCDO","UNUSED COMMIT CRCD - OTHER","FTS","RC-L","RCFDJ456 RCONJ456",""
"UCCRCR","UNCOND CANCEL COM-RC-R COL A","FTS","RC-R","RCONS540 RCFDS540",""
"UCLN","UNUSED COMMIT-TOTAL LOANS","FTS","RC-L","RCFD3423 RCON3423",""
"UCLNBFV","LOAN COMMIT TOTAL FV - BAL SHEET","FTS","RC-Q","RCFDF261 RCONF261",""
"UCLNCI","UNUSED COMMITMENT - C&I LOANS","FTS","RC-L","RCFDJ457 RCONJ457",""
"UCLNFI","UNUSED COMMIT TO FINANCIAL INST","FTS","RC-L","RCFDJ458 RCONJ458",""
"UCLNL1FV","LOAN COMMIT LEVEL 1 FV MEASURE","FTS","RC-Q","RCFDF697 RCONF697",""
"UCLNL2FV","LOAN COMMIT LEVEL 2 FV MEASURE","FTS","RC-Q","RCFDF262 RCONF262",""
"UCLNL3FV","LOAN COMMIT LEVEL 3 FV MEASURE","FTS","RC-Q","RCFDF263 RCONF263",""
"UCLNNTFV","LN COMMIT NET IN DETERMINE FV","FTS","RC-Q","RCFDF689 RCONF689",""
"UCLNOTH","UNUSED COMMIT-NONMTG LOANS","FTS","RC-L","",""
"UCLNPUR","UNUSED COMMIT-PURCHASE LOANS","FTS","RC-L","",""
"UCLNSEL","UNUSED COMMIT-SELL LOANS","FTS","RC-L","",""
"UCLOC","UNUSED COMMIT-HOME EQUITY LINES","FTS","RC-L","RCFD3814 RCON3814",""
"UCLOCCOM","UNUSED CREDIT LINES-COMMERCIAL","FTS","RC-L","",""
"UCLOCCON","UNUSED CREDIT LINES-OPEN CONS","FTS","RC-L","",""
